"Ad name",Day,"Campaign name","Result type",Results,"Cost per result","Amount spent (INR)","Mobile app installs",CPI,Install2Activation%,"Link clicks",Impressions,"3-second video plays","Reporting starts","Reporting ends"
CR_Manish_LowCibil_Pad_Talkinghead_30/04/26_01,2026-06-15,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,33.33,33.33,1,33.33,1,2,243,93,2026-06-15,2026-06-15
CR_Arun_Ln_Rej_Pad_30/04/26,2026-06-15,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,3.18,2,1.59,0,2,26,7,2026-06-15,2026-06-15
UGC_Bosswallah_LowCibil_29/04/26,2026-06-15,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,1.39,,,,,12,2,2026-06-15,2026-06-15
CR_Sachin_Ln_Mng_Pad_28/04/26_01,2026-06-15,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,209.1,209.1,3,69.7,1,26,3159,1556,2026-06-15,2026-06-15
CR_SweetDoll_Ln_Rej_Pad_27/04/26_01,2026-06-15,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,1156.57,23,50.28565217,0.2173913,51,13192,3896,2026-06-15,2026-06-15
CR_Arun_Ln_Rej_Pad_24/04/26_01,2026-06-15,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,1.51,,,,,11,4,2026-06-15,2026-06-15
retargeting_ad-4_23/04/26,2026-06-15,fb_app-web_cbo_hindi_subscribe_bau_retargeting_01apr2026,,,,114.76,,,,16,1913,318,2026-06-15,2026-06-15
CR_Diamond_HumanSkit_20/04/26_01,2026-06-15,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,,,,0.3,,,,,7,,2026-06-15,2026-06-15
IN_Human_IncScore_WB_26/03/26_01,2026-06-15,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,2917.25,2917.25,68,42.90073529,0.32352941,135,36468,6289,2026-06-15,2026-06-15
CR_Cherry_Ln_Rej_Pad_05/04/26_01,2026-06-15,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,4,852.55,3410.2,80,42.6275,0.4625,145,44910,14301,2026-06-15,2026-06-15
retargeting_ad-3,2026-06-15,fb_app-web_cbo_hindi_subscribe_bau_retargeting_01apr2026,,,,1.3,1,1.3,0,,19,4,2026-06-15,2026-06-15
retargeting_ad-1,2026-06-15,fb_app-web_cbo_hindi_subscribe_bau_retargeting_01apr2026,"Website subscriptions",3,1238.37666667,3715.13,6,619.18833333,0.66666667,557,56525,8214,2026-06-15,2026-06-15
LG_car_loan_aiugc_18feb26,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,0.92,,,,,19,7,2026-06-15,2026-06-15
retargeting_card,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,7.18,,,,8,79,50,2026-06-15,2026-06-15
retargeting_cibil,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,617.85,,,,489,5248,2870,2026-06-15,2026-06-15
retargeting_rejection2,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,5.13,,,,3,49,13,2026-06-15,2026-06-15
retargeting_rejection,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,12.63,,,,15,120,69,2026-06-15,2026-06-15
Oolka_Testing_Ad_OY101_Non-Hook,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,"In-app subscriptions",2,253.21,506.42,2,253.21,0,62,3402,494,2026-06-15,2026-06-15
Oolka_Testing_Adset_OV026,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,"In-app subscriptions",14,572.68642857,8017.61,11,728.87363636,0.81818182,3339,89151,21710,2026-06-15,2026-06-15
New_Newgen_overdue,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,17.56,,,,2,194,35,2026-06-15,2026-06-15
Gopal_Creator,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,31.41,,,,9,317,142,2026-06-15,2026-06-15
highA2S_3,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,399.31,,,,149,3870,962,2026-06-15,2026-06-15
highA2S_1,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,49.04,,,,111,492,344,2026-06-15,2026-06-15
pads_meta_internal-aama_vaa_troll_tamil_ln-rej-low-score_9june2026,2026-06-15,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,0,0,11,0,0.45454545,,0,,2026-06-15,2026-06-15
CR_Bosswallah_UGC_LowCIBIL_05/05/26,2026-06-15,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,0,1,0,1,,0,,2026-06-15,2026-06-15
CR_Monika_Ln_Rej_Pad_05/04/26_01,2026-06-15,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,0.58,,,,,8,3,2026-06-15,2026-06-15
fb_srn_app-adr_abo_ttmk_subscribe_bau_broad_CR_lennin_funny_video_na_15052025,2026-06-15,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,926.335,1852.67,47,39.41851064,0.27659574,120,18619,6903,2026-06-15,2026-06-15
CR_Bosswallah_UGC_LowCIBIL_05/05/26,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,1,0,0,2,0,0.5,,0,,2026-06-15,2026-06-15
fb_srn_app-adr_abo_ttmk_subscribe_bau_broad_CR_maxx_sad_video_na_15052025,2026-06-15,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,2.83,,,,,28,14,2026-06-15,2026-06-15
"CR_Sharath_Fake_Loan_Pad_11/05/26_01 - Copy",2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,25.34,1,25.34,1,,383,148,2026-06-15,2026-06-15
"CR_Sachin_Ln_Mng_Pad_28/04/26_01 - Copy",2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,15.65,1,15.65,1,1,186,93,2026-06-15,2026-06-15
CR_Praveen_Ln_Rej_UGC_24/04/26,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,1,0,0,2,0,0,,0,,2026-06-15,2026-06-15
"CR_Neeraj_Ln_Rej_Pad_27/04/26_01 - Copy",2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,1,517.01,517.01,11,47.00090909,0.18181818,28,4697,2272,2026-06-15,2026-06-15
CR_Melvin_LowCibil_Pad_27/04/26,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,0,1,0,0,,0,,2026-06-15,2026-06-15
CR_Arun_Ln_Rej_Pad_24/04/26_01,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,94.74,4,23.685,0.25,8,1179,350,2026-06-15,2026-06-15
CR_Vijay_Ln_Rej_Pad_05/04/26,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,1,0,0,2,0,0.5,,0,,2026-06-15,2026-06-15
IN_AI_LowCibil_UGC_01/05/26,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,1,0,0,,,,,0,,2026-06-15,2026-06-15
UGC_Bosswallah_LowCibil_29/04/26,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,0,1,0,0,,0,,2026-06-15,2026-06-15
CR_Sudeep_Fake_loan_Pad_08/05/26,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,1,0,0,2,0,1,,0,,2026-06-15,2026-06-15
CR_Simsar_Ln_Rej_Pad_08/05/26,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,5,800.154,4000.77,69,57.98217391,0.43478261,236,52628,17316,2026-06-15,2026-06-15
"UGC_Bosswallah_LowCibil_29/04/26 - Copy",2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,0,1,0,1,,0,,2026-06-15,2026-06-15
"CR_Arun_LowCibil_Pad_24/04/26_02 - Copy",2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,1,237.7,237.7,2,118.85,0.5,8,2431,900,2026-06-15,2026-06-15
CR_a3boys_Ln_Rej_Pad_08/055/26,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,0,3,0,0,,0,,2026-06-15,2026-06-15
CR_xaxa_Ln_Rej_Pad_05/05/26_01,2026-06-15,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,3.69,2,1.845,0,1,59,31,2026-06-15,2026-06-15
UGC_Bosswallah_LowCibil_02/05/2026,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,0,1,0,1,,0,,2026-06-15,2026-06-15
Celeb_Sushant_ScoreImprove_SC1H1_13/05/26,2026-06-15,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,509.99,509.99,8,63.74875,0.5,281,2626,2109,2026-06-15,2026-06-15
Celeb_Sushant_RedInt_SC3H2_13/05/26,2026-06-15,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,,,,0.7,,,,2,3,,2026-06-15,2026-06-15
CR_Vicky_Ln_Rej_Pad_12/05/26_06,2026-06-15,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,10.23,1,10.23,0,2,90,42,2026-06-15,2026-06-15
Celeb_Sushant_ScoreImprove_SC2H2_12/05/26,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,7,0,0.71428571,,0,,2026-06-15,2026-06-15
Celeb_Sushant_LoanSePahle_12/05/26_02_SC2H3,2026-06-15,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,2,0,0.5,,0,,2026-06-15,2026-06-15
Celeb_Sushant_Ln_Rej_12/05/26_SC1H3,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,3,1369.35333333,4108.06,108,38.03759259,0.39814815,399,41737,9144,2026-06-15,2026-06-15
Celeb_Sushant_ScoreImprove_SC1H2_12/05/26,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,13,774.07461538,10062.97,242,41.58252066,0.32231405,685,97290,18593,2026-06-15,2026-06-15
CR_Sharath_Fake_Loan_Pad_11/05/26_01,2026-06-15,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,0,1,0,0,,0,,2026-06-15,2026-06-15
CR_VishnuSini_ScoreImprove_Pad_11/05/26_01,2026-06-15,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,0,1,0,1,,0,,2026-06-15,2026-06-15
CR_Adithya_Ln_Rej_Pad_11/05/26_01,2026-06-15,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,0.07,,,,,1,,2026-06-15,2026-06-15
Celeb_Sushant_ScoreImprove_SC2H2_07/05/26,2026-06-15,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,2,0,0.5,,0,,2026-06-15,2026-06-15
CR_a3boys_Ln_Rej_Pad_08/055/26_01,2026-06-15,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,82.9,2,41.45,1,2,1137,406,2026-06-15,2026-06-15
CR_Simsar_Ln_Rej_Pad_08/05/26_01,2026-06-15,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,,,,0.45,,,,,12,3,2026-06-15,2026-06-15
UGC_Vidrow_SC1V2_Loan_Settlement_H2_30/05/26,2026-06-15,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,4,481.1,1924.4,47,40.94468085,0.38297872,121,17827,8379,2026-06-15,2026-06-15
highA2S_2,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_retargeting_01apr2026,,,,4,,,,,22,4,2026-06-15,2026-06-15
UGC_Vidrow_SC2V2_Bank_Chakkar_With_Screens_30/05/26,2026-06-15,fb_app-adr_abo_india_subscribe_test_broad_14may2026,,,,53.3,2,26.65,0.5,3,357,148,2026-06-15,2026-06-15
celeb_vidrow-jimmy_hindi_sc1-h1-low-score-rej_08june2026,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,5,0,0,8,0,0.5,,0,,2026-06-15,2026-06-15
celeb_vidrow-jimmy_hindi_sc1-h1-low-score-rej_08june2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0,1,0,1,,0,,2026-06-15,2026-06-15
celeb_vidrow-jimmy_hindi_sc1-h1-low-score-rej_08june2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0,1,0,2,,0,,2026-06-15,2026-06-15
"celeb_vidrow-jimmy_hindi_sc4-h1-red-int_08june2026 – Copy",2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,34.7,1,34.7,0,2,401,54,2026-06-15,2026-06-15
"celeb_vidrow-jimmy_hindi_sc5-h3-red-int-wb_08june2026 – Copy",2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0.04,,,,,1,,2026-06-15,2026-06-15
"celeb_vidrow-jimmy_hindi_sc1-h3-low-score-rej_08june2026 – Copy",2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0.82,,,,,11,1,2026-06-15,2026-06-15
"celeb_vidrow-jimmy_hindi_sc5-h1-red-int-wb_08june2026 – Copy",2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,8.87,,,,2,51,11,2026-06-15,2026-06-15
celeb_vidrow-jimmy_hindi_sc1-h1-low-score-rej_08june2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0,2,0,0.5,,0,,2026-06-15,2026-06-15
"celeb_vidrow-jimmy_hindi_sc5-h3-red-int-wb_08june2026 – Copy",2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,4.5,,,,,21,5,2026-06-15,2026-06-15
celeb_vidrow-jimmy_hindi_sc4-h1-red-int_08june2026,2026-06-15,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,4,0,0,10,0,0.5,,0,,2026-06-15,2026-06-15
"celeb_vidrow-jimmy_hindi_sc5-h3-red-int-wb_08june2026 – Copy",2026-06-15,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,,,,16.87,,,,1,97,25,2026-06-15,2026-06-15
celeb_vidrow-jimmy_hindi_sc1-h1-low-score-rej_08june2026,2026-06-15,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,2,0,0,9,0,0.66666667,,0,,2026-06-15,2026-06-15
celeb_vidrow-jimmy_hindi_sc5-h3-red-int-wb_08june2026,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,0,1,0,0,,0,,2026-06-15,2026-06-15
celeb_vidrow-jimmy_hindi_sc4-h1-red-int_08june2026,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,3,0,0,9,0,0.22222222,,0,,2026-06-15,2026-06-15
pads_internal-badri_bhaii_hindi_ln-rej-low-score_8june2026,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,10,0,0.4,,0,,2026-06-15,2026-06-15
celeb_vidrow-jimmy_hindi_sc1-h1-low-score-rej_08june2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,217.06,8,27.1325,0.125,8,1499,443,2026-06-15,2026-06-15
pads_digitaiga-totalhit__hindi_ln-rej_08/062026,2026-06-15,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,3,0,0.66666667,,0,,2026-06-15,2026-06-15
pads_digitaiga-totalhit__hindi_ln-rej_08/062026,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,2,0,0,4,0,1,,0,,2026-06-15,2026-06-15
"CR-Pad_ strugglelifesabir_Shop_Hindi_07/06/26",2026-06-15,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,,,,,0,,2026-06-15,2026-06-15
"CR-Pad_ strugglelifesabir_Shop_Hindi_07/06/26",2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,0,6,0,0.83333333,,0,,2026-06-15,2026-06-15
UGC_Ln-Rej_07/062026_04,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0,2,0,0.5,,0,,2026-06-15,2026-06-15
AI_Mercedes_Ln-Rej_07/06/2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,50.57,,,,3,342,134,2026-06-15,2026-06-15
"UGC_Ln-Rej_07/062026_06 – Copy 2",2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,5.19,,,,3,31,12,2026-06-15,2026-06-15
"UGC_Ln-Rej_07/062026_06 – Copy 2",2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0.59,,,,,7,5,2026-06-15,2026-06-15
"Vidrow_AI_Red-Int_07/06/2026_v1 – Copy 2",2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0.45,,,,,4,1,2026-06-15,2026-06-15
AI_Mercedes_Ln-Rej_07/06/2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,77.07,77.07,2,38.535,1,4,532,217,2026-06-15,2026-06-15
"UGC_Ln-Rej_07/062026_08 – Copy",2026-06-15,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,,,,66.76,3,22.25333333,0.33333333,4,375,93,2026-06-15,2026-06-15
Vidrow_UGC_07/06/2026_02,2026-06-15,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,157.81,315.62,5,63.124,0.4,9,1927,631,2026-06-15,2026-06-15
Vidrow_AI_Red-Int_07/06/2026_v1,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,2,294.91,589.82,11,53.62,0.27272727,72,3517,1225,2026-06-15,2026-06-15
UGC_Ln-Rej_07/062026_06,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,,,,0,5,0,0.8,,0,,2026-06-15,2026-06-15
celeb_vidrow-jimmy_hindi_sc4-h1-red-int_08june2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,6,771.585,4629.51,115,40.2566087,0.33043478,216,38501,6309,2026-06-15,2026-06-15
"celeb_vidrow-jimmy_hindi_sc5-h3-red-int-wb_08june2026 – Copy",2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,183.92,4,45.98,0.5,5,1467,214,2026-06-15,2026-06-15
CR_priyachandrulovelife_Ln-Rej_Pad_06/06/2026,2026-06-15,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,23.5,,,,4,133,61,2026-06-15,2026-06-15
AI_internal-brand_hindi_gang-war-scoreImprove_09June2026,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,4,1455.3825,5821.53,52,111.9525,0.42307692,409,35377,9980,2026-06-15,2026-06-15
UGC_Vidrow_SC3V4_Multi_Loan_Chaos_Short_Extra_30/05/26,2026-06-15,fb_app-adr_abo_india_subscribe_test_broad_14may2026,Subscription_Payment_Success,3,653.33333333,1960,43,45.58139535,0.30232558,261,41361,,2026-06-15,2026-06-15
ai_meta_internal-brand_hindi_pan-card_ln-rej-fake-loan_9jun2026,2026-06-15,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,2,0,0,3,0,0.66666667,,0,,2026-06-15,2026-06-15
ai_meta_internal-brand_hindi_pan-card_ln-rej-fake-loan_9jun2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0,2,0,0,,0,,2026-06-15,2026-06-15
ai_meta_internal-brand_hindi_pan-card_ln-rej-fake-loan_9jun2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,0,0,8,0,0.5,,0,,2026-06-15,2026-06-15
ai_meta_internal-brand_hindi_pan-card_ln-rej-fake-loan_9jun2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,5.63,,,,,68,16,2026-06-15,2026-06-15
ai_meta_internal-brand_hindi_pan-card_ln-rej-fake-loan_9jun2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,2,355.76,711.52,16,44.47,0.25,44,5304,1217,2026-06-15,2026-06-15
pads_meta_digitaiga-chethangabbaladka_kannada_score-imp_9jun2026,2026-06-15,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,Subscription_Payment_Success,15,515.17066667,7727.56,247,31.28566802,0.30364372,550,115502,42881,2026-06-15,2026-06-15
pads_meta_creatorcircle-m_parushuram_actor_telugu_ln-rej-low-score_9june2026,2026-06-15,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,0,1,0,0,,0,,2026-06-15,2026-06-15
celeb_vidrow-jimmy_hindi_sc5-h1-red-int-wb_08june2026,2026-06-15,fb_app-adr_cbo_india_subscribe_celeb-jimmy_broad_9jun2026,Subscription_Payment_Success,2,41.915,83.83,4,20.9575,0.25,1,339,108,2026-06-15,2026-06-15
celeb_vidrow-jimmy_hindi_sc4-h1-red-int_08june2026,2026-06-15,fb_app-adr_cbo_india_subscribe_celeb-jimmy_broad_9jun2026,,,,0,7,0,0.14285714,,0,,2026-06-15,2026-06-15
celeb_vidrow-jimmy_hindi_sc1-h1-low-score-rej_08june2026,2026-06-15,fb_app-adr_cbo_india_subscribe_celeb-jimmy_broad_9jun2026,Subscription_Payment_Success,50,647.2444,32362.22,610,53.05281967,0.41967213,1595,222241,67956,2026-06-15,2026-06-15
AI_internal-brand_hindi_gang-war-scoreImprove_09June2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,2.43,1,2.43,0,,19,2,2026-06-15,2026-06-15
AI_internal-brand_hindi_gang-war-scoreImprove_09June2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,,,,0.97,,,,,6,2,2026-06-15,2026-06-15
ai_internal-brand_hindi_gang-war-scoreImprove_09June2026,2026-06-15,fb_app-adr_cbo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,3,0,0.66666667,,0,,2026-06-15,2026-06-15
"ai_internal-brand_kannada_score-imp_9june2026 – Copy",2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,119.66,2,59.83,0.5,11,951,174,2026-06-15,2026-06-15
ai_internal-brand_tamil_ln-rej-acc-not-upd_9june2026,2026-06-15,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,0,1,0,0,,0,,2026-06-15,2026-06-15
ai_internal-brand_kannada_ln-rej-acc-not-upd_9june2026,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,0,3,0,2,,0,,2026-06-15,2026-06-15
"ai_internal-brand_kannada_ln-rej-low-score_9june2026 – Copy",2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,0,1,0,0,,0,,2026-06-15,2026-06-15
ai_internal-brand_malayalam_reduce-int_9june2026,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,0,1,0,1,,0,,2026-06-15,2026-06-15
"ai_internal-brand_telugu_score-imp_9june2026 – Copy",2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,,,,7.57,,,,,27,9,2026-06-15,2026-06-15
ai_internal-brand_telugu_ln-rej-acc-not-upd_9june2026,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,4,0,0,9,0,0.33333333,,0,,2026-06-15,2026-06-15
"ai_internal-brand_tamil_score-imp_9june2026 – Copy",2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,4,136.2575,545.03,13,41.92538462,0.38461538,113,4809,1474,2026-06-15,2026-06-15
"ai_internal-brand_tamil_ln-rej-low-score_9june2026 – Copy",2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,1,0,0,,,,,0,,2026-06-15,2026-06-15
ai_internal-brand_tamil_reduce-int_9june2026,2026-06-15,fb_app-adr_cbo_ttmk_subscribe_bau_broad_14may2026,Subscription_Payment_Success,1,0,0,4,0,0.5,,0,,2026-06-15,2026-06-15
ai_internal-brand_kannada_score-imp_9jun2026,2026-06-15,fb_app-adr_abo_kannada_subscribe_bau_broad_15may2026,,,,0.62,,,,,15,3,2026-06-15,2026-06-15
ai_internal-brand_telugu_reduce-int_9jun2026,2026-06-15,fb_app-adr_cbo_telugu_subscribe_bau_broad_15may2026,,,,78.9,,,,1,477,109,2026-06-15,2026-06-15
ai_internal-brand_tamil_ln-rej-low-score_9june2026,2026-06-15,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,0,2,0,0,,0,,2026-06-15,2026-06-15
ai_internal-brand_tamil_reduce-int_9june2026,2026-06-15,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,Subscription_Payment_Success,4,0,0,2,0,1.5,,0,,2026-06-15,2026-06-15
ai_internal-brand_tamil_score-imp_9june2026,2026-06-15,fb_app-adr_abo_tamil_subscribe_bau_broad_15may2026,,,,0,4,0,1,,0,,2026-06-15,2026-06-15
ai_internal-brand_malayalam_ln-rej-acc-not-upd_9june2026,2026-06-15,fb_app-adr_abo_malayalam_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,158.28,158.28,6,26.38,0.16666667,5,1561,249,2026-06-15,2026-06-15
UGC_Ln-Rej_07/062026_04,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,2,0,0,2,0,2,,0,,2026-06-15,2026-06-15
ai_meta_internal-brand_hindi_ln-rej-fake-loan_9jun2026,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,3,0,0.66666667,,0,,2026-06-15,2026-06-15
AI_Owl_Ln-Acc-No-Update_06/06/2026,2026-06-15,fb_app-adr_cbo_gmb_subscribe_bau_broad_15may2026,Subscription_Payment_Success,1,701.67,701.67,5,140.334,0.8,164,5155,2101,2026-06-15,2026-06-15
CR-Pads_yunuskhann__Ln_Rej_Kisaan_Hindi_02/06/26,2026-06-15,fb_app-adr_abo_hindi_subscribe_bau_broad_01apr2026,Subscription_Payment_Success,1,0,0,8,0,0,,0,,2026-06-15,2026-06-15
